product_id,sku_id,name,category,subcategory,brand,price_inr,rating,review_count,inventory_count,availability,is_active,catalog_status,color,material,room,style,unit,description,attributes_json,search_keywords,created_at
PRD32794,FWC204520,Montreal,Fabric,Curtain Fabric,KC,900,4.3,15,8,in_stock,TRUE,Current,Gold,Sheer fabric,Hotel Room,Minimal,MTR,"Montreal is a minimal curtain fabric from KC. It is suitable for hotel room use and comes in gold with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Gold"", ""material"": ""Sheer fabric"", ""room"": ""Hotel Room"", ""style"": ""Minimal"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""38904""}",montreal fabric curtain fabric kc gold sheer fabric hotel room minimal curtain fabric upholstery cloth drape textile material,"March 10, 2026"
PRD00882,FWC25206,Carolina Plain,Fabric,Curtain Fabric,SAR,900,4.5,22,5,in_stock,TRUE,Current,Oak,Jacquard,Dining Room,Rustic,MTR,"Carolina Plain is a rustic curtain fabric from SAR. It is suitable for dining room use and comes in oak with jacquard finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Oak"", ""material"": ""Jacquard"", ""room"": ""Dining Room"", ""style"": ""Rustic"", ""unit"": ""MTR"", ""size"": ""48"", ""series"": ""SJ-911""}",carolina plain fabric curtain fabric sar oak jacquard dining room rustic curtain fabric upholstery cloth drape textile material,"March 31, 2025"
PRD56358,FWC161173,Adventure,Fabric,Curtain Fabric,KC,910,3.6,70,12,in_stock,TRUE,Current,Red,Velvet,Hotel Room,Scandinavian,MTR,"Adventure is a scandinavian curtain fabric from KC. It is suitable for hotel room use and comes in red with velvet finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Red"", ""material"": ""Velvet"", ""room"": ""Hotel Room"", ""style"": ""Scandinavian"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""32412""}",adventure fabric curtain fabric kc red velvet hotel room scandinavian curtain fabric upholstery cloth drape textile material,"April 22, 2026"
PRD34942,FWC199410,New Molfino Fabric,Fabric,Curtain Fabric,DDHS,910,4.3,79,1,low_stock,TRUE,Current,Silver,Jacquard,Balcony,Contemporary,MTR,"New Molfino Fabric is a contemporary curtain fabric from DDHS. It is suitable for balcony use and comes in silver with jacquard finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Silver"", ""material"": ""Jacquard"", ""room"": ""Balcony"", ""style"": ""Contemporary"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""38""}",new molfino fabric fabric curtain fabric ddhs silver jacquard balcony contemporary curtain fabric upholstery cloth drape textile material,"March 30, 2026"
PRD55558,FWC174808,Serenity Sheer Sa 13723 Dyed Emb,Fabric,Curtain Fabric,KDF,910,4.2,26,8,in_stock,TRUE,Current,Olive,Blackout fabric,Office,Classic,MTR,"Serenity Sheer Sa 13723 Dyed Emb is a classic curtain fabric from KDF. It is suitable for office use and comes in olive with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Olive"", ""material"": ""Blackout fabric"", ""room"": ""Office"", ""style"": ""Classic"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""DF14""}",serenity sheer sa 13723 dyed emb fabric curtain fabric kdf olive blackout fabric office classic curtain fabric upholstery cloth drape textile material,"June 9, 2025"
PRD04078,FWC50559,Silky Satin Satin Apex Sa 9196 Chintz-140Cms Fabric,Fabric,Curtain Fabric,HICF,920,3.8,8,3,low_stock,TRUE,Current,Green,Linen blend,Hotel Room,Luxury,MTR,"Silky Satin Satin Apex Sa 9196 Chintz-140Cms Fabric is a luxury curtain fabric from HICF. It is suitable for hotel room use and comes in green with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Green"", ""material"": ""Linen blend"", ""room"": ""Hotel Room"", ""style"": ""Luxury"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""21""}",silky satin satin apex sa 9196 chintz-140cms fabric fabric curtain fabric hicf green linen blend hotel room luxury curtain fabric upholstery cloth drape textile material,"May 17, 2025"
PRD56358,FWC161177,Adventure,Fabric,Curtain Fabric,KC,920,4.2,11,20,in_stock,TRUE,Current,Pink,Blackout fabric,Hotel Room,Traditional,MTR,"Adventure is a traditional curtain fabric from KC. It is suitable for hotel room use and comes in pink with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Pink"", ""material"": ""Blackout fabric"", ""room"": ""Hotel Room"", ""style"": ""Traditional"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""32416""}",adventure fabric curtain fabric kc pink blackout fabric hotel room traditional curtain fabric upholstery cloth drape textile material,"May 8, 2026"
PRD33703,FWC156819,Dior Plain,Fabric,Curtain Fabric,SAR,920,4,50,20,in_stock,TRUE,Current,Walnut,Linen blend,Living Room,Scandinavian,MTR,"Dior Plain is a scandinavian curtain fabric from SAR. It is suitable for living room use and comes in walnut with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Walnut"", ""material"": ""Linen blend"", ""room"": ""Living Room"", ""style"": ""Scandinavian"", ""unit"": ""MTR"", ""size"": ""54""}",dior plain fabric curtain fabric sar walnut linen blend living room scandinavian curtain fabric upholstery cloth drape textile material,"April 6, 2026"
PRD50336,FWC155614,Elvis,Fabric,Curtain Fabric,KC,930,4.1,6,20,in_stock,TRUE,Current,Natural,Blackout fabric,Kids Room,Minimal,MTR,"Elvis is a minimal curtain fabric from KC. It is suitable for kids room use and comes in natural with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Natural"", ""material"": ""Blackout fabric"", ""room"": ""Kids Room"", ""style"": ""Minimal"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""31616""}",elvis fabric curtain fabric kc natural blackout fabric kids room minimal curtain fabric upholstery cloth drape textile material,"April 17, 2026"
PRD40352,FWC219389,Pretoria,Fabric,Curtain Fabric,KC,930,4,10,20,in_stock,TRUE,Current,Red,Jacquard,Office,Contemporary,MTR,"Pretoria is a contemporary curtain fabric from KC. It is suitable for office use and comes in red with jacquard finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Red"", ""material"": ""Jacquard"", ""room"": ""Office"", ""style"": ""Contemporary"", ""unit"": ""MTR"", ""size"": ""54''"", ""series"": ""41301""}",pretoria fabric curtain fabric kc red jacquard office contemporary curtain fabric upholstery cloth drape textile material,"June 24, 2025"
PRD55167,FWC235272,Watson Na,Fabric,Curtain Fabric,KC,930,4.5,89,12,in_stock,TRUE,Current,Natural,Blackout fabric,Balcony,Contemporary,MTR,"Watson is a contemporary curtain fabric from KC. It is suitable for balcony use and comes in natural with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Natural"", ""material"": ""Blackout fabric"", ""room"": ""Balcony"", ""style"": ""Contemporary"", ""unit"": ""MTR"", ""size"": ""48''"", ""series"": ""44416""}",watson fabric curtain fabric kc natural blackout fabric balcony contemporary curtain fabric upholstery cloth drape textile material,"January 3, 2026"
PRD37052,FWC149419,Essentails 40 (Bakshi Velvet Bakshi,Fabric,Curtain Fabric,APS,940,3.6,27,12,in_stock,TRUE,Current,Natural,Linen blend,Balcony,Modern,MTR,"Essentails 40 (Bakshi Velvet Bakshi is a modern curtain fabric from APS. It is suitable for balcony use and comes in natural with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Natural"", ""material"": ""Linen blend"", ""room"": ""Balcony"", ""style"": ""Modern"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""112380""}",essentails 40 (bakshi velvet bakshi fabric curtain fabric aps natural linen blend balcony modern curtain fabric upholstery cloth drape textile material,"May 26, 2025"
PRD60639,FWC258184,Haven Na,Fabric,Curtain Fabric,PFM,940,3.5,104,5,in_stock,TRUE,Current,White,Velvet,Office,Classic,MTR,"Haven Na is a classic curtain fabric from PFM. It is suitable for office use and comes in white with velvet finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""White"", ""material"": ""Velvet"", ""room"": ""Office"", ""style"": ""Classic"", ""unit"": ""MTR"", ""size"": ""54''"", ""series"": ""53""}",haven na fabric curtain fabric pfm white velvet office classic curtain fabric upholstery cloth drape textile material,"March 27, 2026"
PRD44074,FWC172575,Lucknowi Eon,Fabric,Curtain Fabric,APS,940,4.2,367,8,in_stock,TRUE,Current,Natural,Polyester,Guest Room,Scandinavian,MTR,"Lucknowi Eon is a scandinavian curtain fabric from APS. It is suitable for guest room use and comes in natural with polyester finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Natural"", ""material"": ""Polyester"", ""room"": ""Guest Room"", ""style"": ""Scandinavian"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""LUCKN20""}",lucknowi eon fabric curtain fabric aps natural polyester guest room scandinavian curtain fabric upholstery cloth drape textile material,"March 31, 2025"
PRD57437,FWC259226,Picaso Na,Fabric,Curtain Fabric,HKE,940,4.2,44,12,in_stock,TRUE,Current,Beige,Velvet,Office,Scandinavian,MTR,"Picaso is a scandinavian curtain fabric from HKE. It is suitable for office use and comes in beige with velvet finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Beige"", ""material"": ""Velvet"", ""room"": ""Office"", ""style"": ""Scandinavian"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""01""}",picaso fabric curtain fabric hke beige velvet office scandinavian curtain fabric upholstery cloth drape textile material,"October 30, 2025"
PRD54703,FWC204558,Montreal Flame,Fabric,Curtain Fabric,KC,940,4.2,32,12,in_stock,TRUE,Current,Maroon,Sheer fabric,Hotel Room,Scandinavian,MTR,"Montreal Flame is a scandinavian curtain fabric from KC. It is suitable for hotel room use and comes in maroon with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Maroon"", ""material"": ""Sheer fabric"", ""room"": ""Hotel Room"", ""style"": ""Scandinavian"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""307161""}",montreal flame fabric curtain fabric kc maroon sheer fabric hotel room scandinavian curtain fabric upholstery cloth drape textile material,"July 17, 2025"
PRD37052,FWC149415,Essentails 40 (Bakshi Velvet Bakshi,Fabric,Curtain Fabric,APS,940,4.8,88,3,low_stock,TRUE,Current,Walnut,Blackout fabric,Living Room,Classic,MTR,"Essentails 40 (Bakshi Velvet Bakshi is a classic curtain fabric from APS. It is suitable for living room use and comes in walnut with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Walnut"", ""material"": ""Blackout fabric"", ""room"": ""Living Room"", ""style"": ""Classic"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""112374""}",essentails 40 (bakshi velvet bakshi fabric curtain fabric aps walnut blackout fabric living room classic curtain fabric upholstery cloth drape textile material,"May 26, 2025"
PRD52045,FWC255369,Khadi Silk Drapes Bomkai Fwpl,Fabric,Curtain Fabric,APS,950,4.2,22,8,in_stock,TRUE,Current,Black,Linen blend,Office,Traditional,MTR,"Khadi Silk Drapes Bomkai Fwpl is a traditional curtain fabric from APS. It is suitable for office use and comes in black with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Black"", ""material"": ""Linen blend"", ""room"": ""Office"", ""style"": ""Traditional"", ""unit"": ""MTR"", ""size"": ""54''"", ""series"": ""KHAD021""}",khadi silk drapes bomkai fwpl fabric curtain fabric aps black linen blend office traditional curtain fabric upholstery cloth drape textile material,"December 12, 2025"
PRD56065,FWC251932,Brilliantine Plain,Fabric,Curtain Fabric,DDHF,950,3.8,17,35,in_stock,TRUE,Current,Natural,Sheer fabric,Office,Rustic,MTR,"Brilliantine Plain is a rustic curtain fabric from DDHF. It is suitable for office use and comes in natural with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Natural"", ""material"": ""Sheer fabric"", ""room"": ""Office"", ""style"": ""Rustic"", ""unit"": ""MTR"", ""size"": ""54''"", ""series"": ""16""}",brilliantine plain fabric curtain fabric ddhf natural sheer fabric office rustic curtain fabric upholstery cloth drape textile material,"November 3, 2025"
PRD58245,FWC196567,Budget Textures Iv Satin Texture Sa 62102Y-140Cms Fabric,Fabric,Curtain Fabric,HICF,950,4.9,35,50,in_stock,TRUE,Current,Pink,Sheer fabric,Kids Room,Scandinavian,MTR,"Budget Textures Iv Satin Texture Sa 62102Y-140Cms Fabric is a scandinavian curtain fabric from HICF. It is suitable for kids room use and comes in pink with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Pink"", ""material"": ""Sheer fabric"", ""room"": ""Kids Room"", ""style"": ""Scandinavian"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""445""}",budget textures iv satin texture sa 62102y-140cms fabric fabric curtain fabric hicf pink sheer fabric kids room scandinavian curtain fabric upholstery cloth drape textile material,"October 10, 2025"
PRD50757,FWC220538,Sarova Satin Texture Sa 49092P Plain,Fabric,Curtain Fabric,SDF,960,4.1,12,5,in_stock,TRUE,Current,Beige,Velvet,Kids Room,Traditional,MTR,"Sarova Satin Texture Sa 49092P Plain is a traditional curtain fabric from SDF. It is suitable for kids room use and comes in beige with velvet finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Beige"", ""material"": ""Velvet"", ""room"": ""Kids Room"", ""style"": ""Traditional"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""46""}",sarova satin texture sa 49092p plain fabric curtain fabric sdf beige velvet kids room traditional curtain fabric upholstery cloth drape textile material,"April 23, 2025"
PRD55264,FWC239023,Opel,Fabric,Curtain Fabric,AFNPL,960,4.4,1,20,in_stock,TRUE,Current,Walnut,Sheer fabric,Kids Room,Contemporary,MTR,"Opel is a contemporary curtain fabric from AFNPL. It is suitable for kids room use and comes in walnut with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Walnut"", ""material"": ""Sheer fabric"", ""room"": ""Kids Room"", ""style"": ""Contemporary"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""3""}",opel fabric curtain fabric afnpl walnut sheer fabric kids room contemporary curtain fabric upholstery cloth drape textile material,"September 19, 2025"
PRD55321,FWC186897,Pristine Skylark,Fabric,Curtain Fabric,APS,960,3.7,4,35,in_stock,TRUE,Current,White,Sheer fabric,Hotel Room,Rustic,MTR,"Pristine Skylark is a rustic curtain fabric from APS. It is suitable for hotel room use and comes in white with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""White"", ""material"": ""Sheer fabric"", ""room"": ""Hotel Room"", ""style"": ""Rustic"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""PRIST40""}",pristine skylark fabric curtain fabric aps white sheer fabric hotel room rustic curtain fabric upholstery cloth drape textile material,"September 30, 2025"
PRD55238,FWC172863,Cotton Soft Ii Dicey Fabric,Fabric,Curtain Fabric,DDHS,970,3.6,15,12,in_stock,TRUE,Current,Natural,Linen blend,Balcony,Luxury,MTR,"Cotton Soft Ii Dicey Fabric is a luxury curtain fabric from DDHS. It is suitable for balcony use and comes in natural with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Natural"", ""material"": ""Linen blend"", ""room"": ""Balcony"", ""style"": ""Luxury"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""29""}",cotton soft ii dicey fabric fabric curtain fabric ddhs natural linen blend balcony luxury curtain fabric upholstery cloth drape textile material,"April 13, 2026"
PRD35922,FMT03771,Door Mat Kayo,Mats,Door Mat,EFIPL,970,4.1,14,8,in_stock,TRUE,Current,Natural,Coir,Office,Contemporary,NOS,"Door Mat Kayo is a contemporary door mat from EFIPL. It is suitable for office use and comes in natural with coir finish. Useful near entrances, bathrooms, kitchens, and high-footfall areas.","{""color"": ""Natural"", ""material"": ""Coir"", ""room"": ""Office"", ""style"": ""Contemporary"", ""unit"": ""NOS"", ""size"": ""40X60""}",door mat kayo mats door mat efipl natural coir office contemporary mat doormat carpet floor entrance anti slip,"July 8, 2024"
PRD55569,FWC242616,Barista Na,Fabric,Curtain Fabric,V&J,970,4.4,16,8,in_stock,TRUE,Current,Grey,Cotton blend,Dining Room,Luxury,MTR,"Barista is a luxury curtain fabric from V&J. It is suitable for dining room use and comes in grey with cotton blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Grey"", ""material"": ""Cotton blend"", ""room"": ""Dining Room"", ""style"": ""Luxury"", ""unit"": ""MTR"", ""size"": ""54''"", ""series"": ""407""}",barista fabric curtain fabric v&j grey cotton blend dining room luxury curtain fabric upholstery cloth drape textile material,"September 25, 2025"
PRD42131,FWC233411,Infinity Sheers 09 Na,Fabric,Curtain Fabric,KDF,970,4.8,69,5,in_stock,TRUE,Current,Grey,Polyester,Hotel Room,Rustic,MTR,"Infinity Sheers 09 is a rustic curtain fabric from KDF. It is suitable for hotel room use and comes in grey with polyester finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Grey"", ""material"": ""Polyester"", ""room"": ""Hotel Room"", ""style"": ""Rustic"", ""unit"": ""MTR"", ""size"": ""54''"", ""series"": ""9030""}",infinity sheers 09 fabric curtain fabric kdf grey polyester hotel room rustic curtain fabric upholstery cloth drape textile material,"July 29, 2025"
PRD44697,FWC153116,Fleur Ii Teramo Fabric,Fabric,Curtain Fabric,DDHS,980,3.8,35,0,out_of_stock,TRUE,Current,Walnut,Sheer fabric,Balcony,Classic,MTR,"Fleur Ii Teramo Fabric is a classic curtain fabric from DDHS. It is suitable for balcony use and comes in walnut with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Walnut"", ""material"": ""Sheer fabric"", ""room"": ""Balcony"", ""style"": ""Classic"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""218""}",fleur ii teramo fabric fabric curtain fabric ddhs walnut sheer fabric balcony classic curtain fabric upholstery cloth drape textile material,"June 30, 2025"
PRD55453,FWC194660,Aravalli,Fabric,Curtain Fabric,V&J,980,4.1,5,50,in_stock,TRUE,Current,Mustard,Blackout fabric,Office,Rustic,MTR,"Aravalli is a rustic curtain fabric from V&J. It is suitable for office use and comes in mustard with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Mustard"", ""material"": ""Blackout fabric"", ""room"": ""Office"", ""style"": ""Rustic"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""115""}",aravalli fabric curtain fabric v&j mustard blackout fabric office rustic curtain fabric upholstery cloth drape textile material,"November 25, 2025"
PRD36482,FWC202166,Zuri Bribie,Fabric,Curtain Fabric,APS,980,4.2,23,1,low_stock,TRUE,Current,Maroon,Polyester,Kids Room,Minimal,MTR,"Zuri Bribie is a minimal curtain fabric from APS. It is suitable for kids room use and comes in maroon with polyester finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Maroon"", ""material"": ""Polyester"", ""room"": ""Kids Room"", ""style"": ""Minimal"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""ZURI012""}",zuri bribie fabric curtain fabric aps maroon polyester kids room minimal curtain fabric upholstery cloth drape textile material,"April 21, 2025"
PRD51224,FWC176025,Fluer Iii Teramo Fabric,Fabric,Curtain Fabric,DDHS,980,4.2,19,12,in_stock,TRUE,Current,Walnut,Linen blend,Living Room,Minimal,MTR,"Fluer Iii Teramo Fabric is a minimal curtain fabric from DDHS. It is suitable for living room use and comes in walnut with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Walnut"", ""material"": ""Linen blend"", ""room"": ""Living Room"", ""style"": ""Minimal"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""334""}",fluer iii teramo fabric fabric curtain fabric ddhs walnut linen blend living room minimal curtain fabric upholstery cloth drape textile material,"June 6, 2025"
PRD31712,ACC05458,Pn Decor Pn Af,Accessories,Artificial Flower,PWDPL,980,4.1,23,3,low_stock,TRUE,Current,Pink,Ceramic,Living Room,Modern,NOS,Pn Decor Pn Af is a modern artificial flower from PWDPL. It is suitable for living room use and comes in pink with ceramic finish. Suitable for residential and hospitality interiors.,"{""color"": ""Pink"", ""material"": ""Ceramic"", ""room"": ""Living Room"", ""style"": ""Modern"", ""unit"": ""NOS""}",pn decor pn af accessories artificial flower pwdpl pink ceramic living room modern decor accessories artifact home styling,"August 28, 2024"
PRD31712,ACC05457,Pn Decor Pn Af,Accessories,Artificial Flower,PWDPL,980,4.1,11,3,low_stock,TRUE,Current,Red,Artificial silk,Balcony,Minimal,NOS,Pn Decor Pn Af is a minimal artificial flower from PWDPL. It is suitable for balcony use and comes in red with artificial silk finish. Suitable for residential and hospitality interiors.,"{""color"": ""Red"", ""material"": ""Artificial silk"", ""room"": ""Balcony"", ""style"": ""Minimal"", ""unit"": ""NOS""}",pn decor pn af accessories artificial flower pwdpl red artificial silk balcony minimal decor accessories artifact home styling,"August 28, 2024"
PRD37731,FWC182152,Fleur Iii Teramo,Fabric,Curtain Fabric,HICF,980,4.6,1,8,in_stock,TRUE,Current,Maroon,Sheer fabric,Hotel Room,Classic,MTR,"Fleur Iii Teramo is a classic curtain fabric from HICF. It is suitable for hotel room use and comes in maroon with sheer fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Maroon"", ""material"": ""Sheer fabric"", ""room"": ""Hotel Room"", ""style"": ""Classic"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""301""}",fleur iii teramo fabric curtain fabric hicf maroon sheer fabric hotel room classic curtain fabric upholstery cloth drape textile material,"July 8, 2025"
PRD55648,FWC222098,Fleur V Teramo,Fabric,Curtain Fabric,DDHS,980,4.6,2,8,in_stock,TRUE,Current,Ivory,Blackout fabric,Living Room,Rustic,MTR,"Fleur V Teramo is a rustic curtain fabric from DDHS. It is suitable for living room use and comes in ivory with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Ivory"", ""material"": ""Blackout fabric"", ""room"": ""Living Room"", ""style"": ""Rustic"", ""unit"": ""MTR"", ""size"": ""54''"", ""series"": ""33""}",fleur v teramo fabric curtain fabric ddhs ivory blackout fabric living room rustic curtain fabric upholstery cloth drape textile material,"June 26, 2025"
PRD46978,FWC196206,Kids (Wonderland Farm Checks,Fabric,Curtain Fabric,APS,980,4.3,15,3,low_stock,TRUE,Current,Maroon,Jacquard,Hotel Room,Scandinavian,MTR,"Kids (Wonderland Farm Checks is a scandinavian curtain fabric from APS. It is suitable for hotel room use and comes in maroon with jacquard finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Maroon"", ""material"": ""Jacquard"", ""room"": ""Hotel Room"", ""style"": ""Scandinavian"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""WOND028""}",kids (wonderland farm checks fabric curtain fabric aps maroon jacquard hotel room scandinavian curtain fabric upholstery cloth drape textile material,"July 31, 2025"
PRD55453,FWC194689,Aravalli,Fabric,Curtain Fabric,V&J,980,3.7,8,35,in_stock,TRUE,Current,Black,Linen blend,Dining Room,Modern,MTR,"Aravalli is a modern curtain fabric from V&J. It is suitable for dining room use and comes in black with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Black"", ""material"": ""Linen blend"", ""room"": ""Dining Room"", ""style"": ""Modern"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""144""}",aravalli fabric curtain fabric v&j black linen blend dining room modern curtain fabric upholstery cloth drape textile material,"June 12, 2025"
PRD56085,FWC252409,Pompous Plain,Fabric,Curtain Fabric,DDHF,990,4,18,12,in_stock,TRUE,Current,Ivory,Linen blend,Hotel Room,Classic,MTR,"Pompous Plain is a classic curtain fabric from DDHF. It is suitable for hotel room use and comes in ivory with linen blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Ivory"", ""material"": ""Linen blend"", ""room"": ""Hotel Room"", ""style"": ""Classic"", ""unit"": ""MTR"", ""size"": ""54''"", ""series"": ""15""}",pompous plain fabric curtain fabric ddhf ivory linen blend hotel room classic curtain fabric upholstery cloth drape textile material,"September 22, 2025"
PRD37043,FWC169136,Merasa Plain,Fabric,Curtain Fabric,SAR,990,4.5,81,3,low_stock,TRUE,Current,Green,Blackout fabric,Bedroom,Traditional,MTR,"Merasa Plain is a traditional curtain fabric from SAR. It is suitable for bedroom use and comes in green with blackout fabric finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Green"", ""material"": ""Blackout fabric"", ""room"": ""Bedroom"", ""style"": ""Traditional"", ""unit"": ""MTR"", ""size"": ""54\""""}",merasa plain fabric curtain fabric sar green blackout fabric bedroom traditional curtain fabric upholstery cloth drape textile material,"September 27, 2025"
PRD40578,FWC268233,Cabbana Na,Fabric,Curtain Fabric,V&J,990,3.9,9,0,out_of_stock,TRUE,Current,Olive,Jacquard,Bedroom,Modern,MTR,"Cabbana is a modern curtain fabric from V&J. It is suitable for bedroom use and comes in olive with jacquard finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Olive"", ""material"": ""Jacquard"", ""room"": ""Bedroom"", ""style"": ""Modern"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""13""}",cabbana fabric curtain fabric v&j olive jacquard bedroom modern curtain fabric upholstery cloth drape textile material,"March 31, 2026"
PRD35950,FWC201052,Infinity Sheers 08,Fabric,Curtain Fabric,KDF,990,4,34,12,in_stock,TRUE,Current,Maroon,Polyester,Dining Room,Rustic,MTR,"Infinity Sheers 08 is a rustic curtain fabric from KDF. It is suitable for dining room use and comes in maroon with polyester finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Maroon"", ""material"": ""Polyester"", ""room"": ""Dining Room"", ""style"": ""Rustic"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""DF827""}",infinity sheers 08 fabric curtain fabric kdf maroon polyester dining room rustic curtain fabric upholstery cloth drape textile material,"May 11, 2026"
PRD35950,FWC200553,Infinity Sheers 08,Fabric,Curtain Fabric,KDF,990,4,15,12,in_stock,TRUE,Current,Grey,Cotton blend,Office,Classic,MTR,"Infinity Sheers 08 is a classic curtain fabric from KDF. It is suitable for office use and comes in grey with cotton blend finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Grey"", ""material"": ""Cotton blend"", ""room"": ""Office"", ""style"": ""Classic"", ""unit"": ""MTR"", ""size"": ""54"", ""series"": ""DF814""}",infinity sheers 08 fabric curtain fabric kdf grey cotton blend office classic curtain fabric upholstery cloth drape textile material,"April 13, 2026"
PRD41693,FWC176783,Iconic Iii,Fabric,Curtain Fabric,KDF,990,4.4,32,3,low_stock,TRUE,Current,Red,Velvet,Guest Room,Luxury,MTR,"Iconic Iii is a luxury curtain fabric from KDF. It is suitable for guest room use and comes in red with velvet finish. Useful for curtains, upholstery, drapes, cushions, and soft furnishing projects.","{""color"": ""Red"", ""material"": ""Velvet"", ""room"": ""Guest Room"", ""style"": ""Luxury"", ""unit"": ""MTR"", ""size"": ""54\"""", ""series"": ""DF320""}",iconic iii fabric curtain fabric kdf red velvet guest room luxury curtain fabric upholstery cloth drape textile material,"August 29, 2025"
